Date,Open,High,Low,Close,Adj Close,Volume
2020-06-08,40.139999,40.610001,32.500000,35.869999,34.892784,151517000
2020-06-15,33.799999,38.630001,33.610001,34.549999,33.608746,107152300
2020-06-22,34.029999,34.820000,30.940001,31.959999,31.089306,90787000
2020-06-29,33.150002,35.599998,32.330002,34.119999,33.190460,72906800
2020-07-06,34.720001,34.880001,31.160000,33.220001,32.314980,75554400
2020-07-13,33.419998,36.099998,31.750000,34.130001,33.200188,67543800
2020-07-20,33.970001,34.299999,31.570000,31.660000,30.797480,72753600
2020-07-27,31.570000,32.669998,30.240000,30.889999,30.048456,54599300
2020-08-03,30.750000,33.349998,30.299999,33.279999,32.373344,64867600
2020-08-10,33.650002,37.439999,33.549999,34.900002,33.949215,66781500
2020-08-17,35.060001,35.779999,33.480000,34.689999,33.744930,50913800
2020-08-24,35.290001,39.060001,34.959999,38.810001,37.752693,63349200
2020-08-31,38.750000,40.660000,36.560001,39.389999,38.316887,64115100
2020-09-07,39.180000,40.799999,38.680000,38.950001,37.888874,45089800
2020-09-14,39.349998,42.880001,39.060001,39.830002,38.744900,76095400
2020-09-21,38.049999,39.279999,35.820000,37.099998,36.089275,51900500
2020-09-28,38.070000,39.320000,36.049999,38.759998,37.704056,44736700
2020-10-05,39.160000,39.799999,37.529999,39.730000,38.647625,47760200
2020-10-12,39.490002,39.990002,38.139999,39.680000,38.598991,34949300
2020-10-19,40.000000,43.389999,39.529999,42.790001,41.624260,48511300
2020-10-26,42.080002,42.480000,37.480000,39.529999,38.453072,47976500
2020-11-02,39.930000,41.250000,37.950001,40.009998,38.920002,41700700
2020-11-09,46.849998,49.470001,41.400002,43.880001,42.684566,76190300
2020-11-16,46.060001,47.279999,44.430000,45.540001,44.299347,47355600
2020-11-23,46.110001,49.230000,45.279999,47.730000,46.429680,33555500
2020-11-30,47.650002,49.529999,46.040001,47.590000,46.293495,39894200
2020-12-07,48.340000,48.430000,45.020000,45.880001,44.630081,53924100
2020-12-14,46.580002,46.599998,44.950001,46.029999,44.775993,34118200
2020-12-21,44.759998,47.099998,44.450001,46.279999,45.019180,21650700
2020-12-28,46.869999,47.169998,45.680000,46.610001,45.340195,20377300
2021-01-04,46.480000,47.939999,44.560001,46.980000,45.700111,34006400
2021-01-11,46.509998,49.470001,46.119999,46.660000,45.388828,34980200
2021-01-18,47.200001,48.450001,46.759998,47.389999,46.098946,22228300
2021-01-25,47.279999,47.340000,43.720001,43.939999,42.742931,51701100
2021-02-01,44.340000,50.889999,44.090000,50.049999,48.686474,39277700
2021-02-08,50.520000,53.290001,50.209999,51.340000,49.941338,34240000
2021-02-15,51.810001,53.840000,50.820000,52.810001,51.371284,25023400
2021-02-22,54.029999,59.639999,53.290001,58.130001,56.546349,66545800
2021-03-01,59.549999,59.840000,52.290001,56.919998,55.369316,50735400
2021-03-08,58.009998,61.160000,57.549999,61.029999,59.367344,46335500
2021-03-15,62.049999,62.759998,59.630001,61.049999,59.386803,40737400
2021-03-22,60.529999,61.419998,56.419998,61.290001,59.620266,37966100
2021-03-29,61.869999,62.369999,60.369999,61.299999,59.629990,24053100
2021-04-05,62.450001,64.639999,62.029999,63.419998,61.692238,26769800
2021-04-12,63.290001,64.750000,60.630001,62.389999,60.690292,29440100
2021-04-19,62.290001,63.700001,58.910000,61.529999,59.853725,33080600
2021-04-26,62.130001,63.040001,61.360001,62.779999,61.069668,22628400
2021-05-03,63.009998,63.070000,59.849998,61.660000,59.980186,27505900
2021-05-10,61.849998,62.580002,58.080002,62.299999,60.602749,30256800
2021-05-17,62.250000,63.680000,59.290001,60.090000,58.452953,32669600
2021-05-24,60.459999,62.389999,59.810001,61.459999,59.785629,23548900
2021-05-31,61.939999,62.259998,57.910000,58.549999,56.954906,25605900
2021-06-07,58.689999,59.299999,57.410000,57.570000,56.001606,23957100
2021-06-14,57.500000,58.070000,54.669998,55.189999,53.686447,34419200
2021-06-21,55.299999,56.470001,54.230000,54.549999,53.063881,31012600
2021-06-28,54.250000,54.389999,52.549999,53.660000,52.198128,37119100
2021-07-05,53.759998,54.009998,50.099998,52.840000,51.400467,32135300
2021-07-12,52.700001,53.080002,49.700001,49.910000,48.550285,36492200
2021-07-19,48.040001,53.520000,47.369999,50.700001,49.318768,65739500
2021-07-26,50.380001,52.400002,50.380001,50.520000,49.143673,30447100
2021-08-02,50.599998,51.509998,48.500000,50.720001,49.338223,37068400
2021-08-09,50.099998,51.970001,48.930000,50.410000,49.036671,30587400
2021-08-16,50.000000,50.450001,46.950001,47.360001,46.069763,32492800
2021-08-23,48.130001,52.020000,48.029999,50.880001,49.493866,37808700
2021-08-30,51.029999,51.130001,48.669998,48.860001,47.528896,27325200
2021-09-06,48.360001,50.189999,47.820000,47.900002,46.595051,25059600
2021-09-13,48.529999,49.830002,47.340000,49.080002,47.742901,28130300
2021-09-20,48.830002,53.200001,47.919998,52.849998,51.410191,42507800
2021-09-27,53.500000,54.709999,50.880001,54.349998,52.869328,39086400
2021-10-04,55.720001,56.330002,52.919998,53.919998,52.451042,32049000
2021-10-11,51.990002,53.330002,50.299999,50.360001,48.988033,46251300
2021-10-18,50.009998,50.669998,47.419998,47.630001,46.332405,38085100
2021-10-25,47.490002,48.150002,46.439999,47.279999,45.991936,31374200
2021-11-01,47.340000,52.549999,47.060001,52.230000,50.807083,39908900
2021-11-08,52.500000,52.790001,47.830002,48.419998,47.100880,34687700
2021-11-15,49.060001,49.380001,45.380001,46.830002,45.554199,36660200
2021-11-22,47.090000,48.310001,43.810001,44.959999,43.735142,31113000
2021-11-29,45.740002,45.910000,42.389999,44.279999,43.073669,57684900
2021-12-06,44.990002,46.959999,41.560001,41.970001,40.826603,70267300
2021-12-13,41.470001,41.730000,39.080002,39.660000,38.579533,64200300
2021-12-20,38.910000,41.970001,38.660000,41.869999,40.729324,40026800
2021-12-27,41.029999,43.189999,40.680000,42.840000,41.672901,33820200
2022-01-03,43.169998,45.680000,42.509998,45.349998,44.114517,45710200
2022-01-10,45.619999,46.490002,44.290001,45.820000,44.571712,36782000
2022-01-17,45.500000,46.200001,43.160000,43.369999,42.188457,27281700
2022-01-24,42.380001,45.349998,40.630001,42.930000,41.760448,48822800
2022-01-31,42.509998,45.830002,42.279999,43.660000,42.470562,33334700
2022-02-07,44.470001,47.740002,43.930000,45.529999,44.289612,42245900
2022-02-14,45.669998,47.639999,44.910000,45.980000,44.727356,29223700
2022-02-21,45.389999,46.250000,41.200001,45.139999,43.910236,31334400
2022-02-28,44.349998,44.840000,40.070000,40.680000,39.571739,49269700
2022-03-07,40.389999,41.889999,36.750000,40.240002,39.143734,63031200
2022-03-14,40.590000,43.490002,39.209999,43.240002,42.062000,48817700
2022-03-21,42.500000,44.720001,42.259998,44.380001,43.170944,24891800
2022-03-28,44.650002,46.389999,43.889999,45.910000,44.659264,25905000
2022-04-04,45.849998,46.230000,41.180000,41.240002,40.116489,36110000
2022-04-11,41.130001,47.160000,41.040001,46.759998,45.486103,29649200
2022-04-18,46.450001,50.099998,46.040001,46.849998,45.573650,35180900
2022-04-25,46.310001,48.130001,44.540001,46.720001,45.447201,33435700
2022-05-02,46.400002,48.180000,45.259998,46.119999,44.863544,25566500
2022-05-09,45.439999,45.730000,41.430000,42.990002,41.818813,30190000
2022-05-16,42.689999,45.349998,41.650002,42.650002,41.488079,22023500
2022-05-23,43.200001,46.119999,41.369999,45.799999,44.552261,19697200
2022-05-30,44.910000,46.459999,43.060001,43.840000,42.645657,18100900
2022-06-06,44.540001,44.910000,39.930000,40.139999,39.046455,23300800
2022-06-13,39.000000,39.259998,34.360001,35.630001,34.659325,40806900
2022-06-20,36.000000,37.840000,34.860001,37.730000,36.702114,28312800
2022-06-27,37.830002,38.400002,34.880001,36.730000,35.729351,25006600
2022-07-04,35.720001,37.099998,35.060001,36.700001,35.700172,19461700
2022-07-11,36.419998,39.720001,36.220001,39.580002,38.501720,34722700
2022-07-18,40.150002,41.759998,39.750000,40.240002,39.143734,28754300
2022-07-25,40.270000,41.070000,36.959999,38.119999,37.081490,40111800
2022-08-01,38.000000,39.480000,37.340000,38.810001,37.752693,27104100
2022-08-08,38.930000,40.049999,38.029999,39.459999,38.384979,20055700
2022-08-15,39.320000,40.389999,37.630001,37.880001,36.848026,22296100
2022-08-22,37.250000,38.860001,36.930000,37.529999,36.507561,23513300
2022-08-29,37.000000,37.869999,35.840000,36.740002,35.739086,20142200
2022-09-05,37.090000,38.459999,36.299999,38.369999,37.324680,20697300
2022-09-12,38.730000,39.139999,34.660000,34.730000,33.783840,36675100
2022-09-19,34.669998,36.060001,31.570000,32.049999,31.176853,33386100
2022-09-26,31.780001,32.549999,30.790001,30.840000,29.999817,32583600
2022-10-03,30.840000,33.320000,30.200001,31.870001,31.001757,26771700
2022-10-10,31.850000,33.310001,30.650000,32.759998,31.867512,27355700
2022-10-17,33.590000,34.230000,32.380001,33.099998,32.198250,28530200
2022-10-24,33.279999,36.330002,32.970001,36.230000,35.242981,41504100
2022-10-31,36.200001,38.000000,35.480000,37.080002,36.069824,28829500
2022-11-07,37.310001,39.259998,36.790001,38.360001,37.314949,26639300
2022-11-14,38.080002,38.970001,37.299999,38.110001,37.071762,27131700
2022-11-21,38.060001,39.580002,37.389999,39.220001,38.151524,12407400
2022-11-28,38.959999,40.200001,38.470001,39.750000,38.667084,24454100
2022-12-05,39.520000,40.380001,37.150002,38.009998,36.974480,30727800
2022-12-12,37.919998,39.900002,36.750000,37.279999,36.264370,31697900
2022-12-19,37.380001,37.590000,35.090000,36.090000,35.106789,19944600
2022-12-26,34.610001,34.880001,32.189999,33.669998,32.752720,53601500
2023-01-02,33.820000,35.130001,32.099998,35.080002,34.124306,35835700
2023-01-09,35.110001,37.020000,34.919998,36.990002,35.982277,35886000
2023-01-16,36.990002,37.709999,35.730000,37.060001,36.236298,27268400
2023-01-23,37.139999,37.200001,34.820000,36.240002,35.434525,41310000
2023-01-30,36.000000,37.310001,35.150002,36.349998,35.542076,36371300
2023-02-06,36.000000,36.400002,34.130001,34.570000,33.801640,26002700
2023-02-13,34.570000,35.849998,34.480000,35.360001,34.574085,23963200
2023-02-20,34.830002,34.970001,33.029999,33.570000,32.823872,23782600
2023-02-27,34.000000,34.459999,33.330002,34.180000,33.420311,21507800
2023-03-06,34.279999,34.480000,32.020000,32.770000,32.041649,41289400
2023-03-13,32.150002,32.320000,29.410000,30.030001,29.519941,57169100
2023-03-20,30.000000,31.340000,28.950001,29.629999,29.126734,29399400
2023-03-27,30.110001,32.570000,29.809999,32.540001,31.987310,24193600
2023-04-03,32.070000,32.330002,31.100000,31.590000,31.053446,17972900
2023-04-10,31.459999,32.939999,31.309999,31.670000,31.132086,38271700
2023-04-17,31.820000,32.669998,31.049999,32.150002,31.603937,41806800
2023-04-24,32.259998,32.470001,28.809999,30.290001,29.775528,50190100
2023-05-01,30.290001,31.160000,29.270000,29.660000,29.156227,37313000
2023-05-08,29.500000,30.000000,28.400000,28.629999,28.143721,29362000
2023-05-15,28.580000,30.059999,28.490000,29.480000,28.979282,30798400
2023-05-22,29.780001,30.170000,28.809999,29.650000,29.146397,26794800
2023-05-29,29.840000,30.650000,29.080000,30.070000,29.559261,30833800
2023-06-05,30.260000,30.930000,29.690001,30.620001,30.099920,24346600
2023-06-12,30.990000,34.410000,30.969999,34.250000,33.668262,52025600
2023-06-19,33.910000,34.639999,33.520000,33.930000,33.353699,26827000
2023-06-26,34.029999,36.240002,33.849998,36.209999,35.783031,36664400
2023-07-03,36.029999,38.000000,36.029999,37.590000,37.146759,25464200
2023-07-10,37.650002,39.529999,36.169998,36.360001,35.931263,48805800
2023-07-17,36.290001,37.480000,35.880001,37.250000,36.810768,27509700
2023-07-24,36.990002,37.400002,32.660000,33.700001,33.302631,76530200
2023-07-31,33.439999,34.490002,32.150002,32.730000,32.344063,45296600
2023-08-07,32.669998,34.130001,32.160000,33.700001,33.302631,37255100
2023-08-14,33.529999,33.770000,31.900000,32.150002,31.770905,25442700
2023-08-21,32.200001,32.520000,30.870001,31.219999,30.851871,27008700
2023-08-28,31.389999,31.969999,30.879999,31.420000,31.049513,22971800
2023-09-04,31.070000,31.260000,29.070000,29.530001,29.181799,30916900
2023-09-11,29.719999,29.790001,28.370001,29.690001,29.508965,34278900
2023-09-18,29.500000,29.620001,28.030001,28.049999,27.878963,27053400
2023-09-25,27.750000,27.860001,26.459999,27.070000,26.904940,39997900
2023-10-02,27.110001,27.660000,26.680000,27.080000,26.914879,38314300
2023-10-09,26.570000,27.230000,25.070000,25.370001,25.215305,38728500
2023-10-16,25.450001,25.969999,24.120001,24.200001,24.052441,32724600
2023-10-23,24.090000,25.000000,22.219999,22.340000,22.203781,48297100
2023-10-30,22.420000,23.940001,21.910000,23.700001,23.555489,51795700
2023-11-06,23.889999,24.330000,22.680000,23.160000,23.018780,31545500
2023-11-13,22.700001,25.080000,22.580000,24.809999,24.658720,36558300
2023-11-20,24.760000,25.350000,24.500000,24.870001,24.718355,21898800
2023-11-27,24.760000,26.690001,24.219999,26.690001,26.527256,36053200
2023-12-04,26.660000,29.590000,26.420000,29.070000,28.892744,56082800
2023-12-11,29.020000,30.490000,28.129999,29.010000,28.833111,70192600
2023-12-18,28.879999,30.010000,28.379999,29.500000,29.320122,36725400
2023-12-25,29.430000,29.570000,28.840000,28.879999,28.879999,19833800
2024-01-01,28.600000,29.180000,27.250000,29.150000,29.150000,32239500
2024-01-08,29.000000,29.920000,28.219999,28.570000,28.570000,39474600
2024-01-15,28.400000,30.139999,27.570000,29.990000,29.990000,39449600
2024-01-19,30.139999,30.139999,29.219999,29.990000,29.990000,8813800
