Date,Open,High,Low,Close,Adj Close,Volume
2019-01-21,121.180000,122.910004,120.860001,122.860001,122.860001,29887200
2019-01-28,122.750000,125.230003,122.720001,124.500000,124.500000,54931400
2019-02-04,123.989998,124.419998,123.400002,124.209999,124.209999,29935800
2019-02-11,123.190002,125.000000,123.190002,124.800003,124.800003,35200800
2019-02-18,125.980003,127.209999,125.050003,125.500000,125.500000,38577700
2019-02-25,125.779999,125.900002,121.870003,121.879997,121.879997,42194800
2019-03-04,121.559998,122.889999,121.029999,122.839996,122.839996,38729600
2019-03-11,122.519997,123.879997,121.919998,122.970001,122.970001,36566100
2019-03-18,123.300003,124.419998,122.650002,123.970001,123.970001,39260600
2019-03-25,124.559998,125.110001,121.709999,122.010002,122.010002,37911600
2019-04-01,122.400002,122.430000,120.959999,121.980003,121.980003,36810100
2019-04-08,122.970001,123.769997,121.790001,121.830002,121.830002,32231300
2019-04-15,121.199997,121.820000,120.150002,120.370003,120.370003,23134500
2019-04-22,120.459999,121.669998,119.550003,121.370003,121.370003,22858300
2019-04-29,120.879997,121.550003,119.540001,120.650002,120.650002,36733700
2019-05-06,120.610001,121.730003,120.540001,121.430000,121.430000,21270600
2019-05-13,122.629997,122.849998,120.330002,120.650002,120.650002,39924600
2019-05-20,120.510002,121.519997,119.830002,121.300003,121.300003,20312500
2019-05-27,120.800003,123.400002,120.459999,123.330002,123.330002,31560700
2019-06-03,124.089996,127.250000,123.900002,126.589996,126.589996,43506300
2019-06-10,125.459999,127.629997,124.879997,126.559998,126.559998,30524900
2019-06-17,126.699997,132.169998,126.169998,131.979996,131.979996,60437800
2019-06-24,132.770004,135.550003,132.259995,133.199997,133.199997,71130200
2019-07-01,131.559998,134.100006,130.550003,132.139999,132.139999,44487900
2019-07-08,132.179993,133.869995,131.160004,133.529999,133.529999,42427500
2019-07-15,133.179993,136.630005,132.130005,134.470001,134.470001,59808300
2019-07-22,134.559998,134.949997,133.089996,133.639999,133.639999,42225100
2019-07-29,134.059998,136.600006,132.309998,135.889999,135.889999,78891300
2019-08-05,137.929993,142.470001,137.050003,141.259995,141.259995,76256600
2019-08-12,141.669998,144.020004,139.350006,142.779999,142.779999,90976300
2019-08-19,141.330002,144.330002,140.850006,144.169998,144.169998,53274600
2019-08-26,144.350006,145.679993,143.020004,143.750000,143.750000,60897000
2019-09-02,144.960007,146.820007,141.860001,141.919998,141.919998,61369500
